search_id,id,source,pmid,pmcid,doi,title,authorString,journalTitle,journalVolume,pubYear,journalIssn,pageInfo,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,versionNumber
ns_id,34753514,MED,34753514,PMC8579680,10.1186/s40246-021-00366-9,A robust and stable gene selection algorithm based on graph theory and machine learning.,"Saha S, Soliman A, Rajasekaran S.",Hum Genomics,15,2021,1473-9542; 1479-7364; ,66,"research-article; research support, u.s. gov't, non-p.h.s.; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-11-27,2021-11-09,1,NA
ns_id,34829993,MED,34829993,PMC8619767,10.3390/ijms222212108,"New Drug Targets to Prevent Death Due to Stroke: A Review Based on Results of Protein-Protein Interaction Network, Enrichment, and Annotation Analyses. ","Maes M, Nikiforov NG, Plaimas K, Suratanee A, Alfieri DF, Vissoci Reiche EM.",Int J Mol Sci,22,2021,1422-0067,12108,im; review-article; review; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-12-01,2021-11-09,22,NA
ns_id,35590258,MED,35590258,PMC9118755,10.1186/s12859-022-04715-w,MAGCNSE: predicting lncRNA-disease associations using multi-view attention graph convolutional network and stacking ensemble model.,"Liang Y, Zhang ZQ, Liu NN, Wu YN, Gu CL, Wang YL.",BMC Bioinformatics,23,2022,1471-2105,189,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-05-20,2022-05-19,1,NA
ns_id,35457105,MED,35457105,PMC9025225,10.3390/ijms23084288,Mouse Mutants of <i>Gpr37</i> and <i>Gpr37l1</i> Receptor Genes: Disease Modeling Applications.,"Massimi M, Di Pietro C, La Sala G, Matteoni R.",Int J Mol Sci,23,2022,1422-0067,4288,review-article; review; journal article,Y,Y,N,Y,N,N,0,Y,Y,Y,N,Y,2022-04-24,2022-04-13,8,NA
ns_id,34289807,MED,34289807,PMC8296689,10.1186/s12859-021-04173-w,Disease ontologies for knowledge graphs.,"Kurbatova N, Swiers R.",BMC Bioinformatics,22,2021,1471-2105,377,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,Y,2021-07-23,2021-07-21,1,NA
ns_id,35453484,MED,35453484,PMC9025015,10.3390/biomedicines10040734,Osteopontin-A Potential Biomarker for IgA Nephropathy: Machine Learning Application.,"Moszczuk B, Krata N, Rudnicki W, Foroncewicz B, Cysewski D, Pączek L, Kaleta B, Mucha K.",Biomedicines,10,2022,2227-9059,734,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,Y,2022-04-24,2022-03-22,4,NA
ns_id,35380657,MED,35380657,PMC8982048,10.1093/genetics/iyac005,MOET: a web-based gene set enrichment tool at the Rat Genome Database for multiontology and multispecies analyses.,"Vedi M, Nalabolu HS, Lin CW, Hoffman MJ, Smith JR, Brodie K, De Pons JL, Demos WM, Gibson AC, Hayman GT, Hill ML, Kaldunski ML, Lamers L, Laulederkind SJF, Thorat K, Thota J, Tutaj M, Tutaj MA, Wang SJ, Zacher S, Dwinell MR, Kwitek AE.",Genetics,220,2022,0016-6731; 1943-2631; ,iyac005,"research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2022-04-06,2022-04-01,4,NA
ns_id,35529440,MED,35529440,PMC9068950,10.3389/fphar.2022.877806,A Tau Pathogenesis-Based Network Pharmacology Approach for Exploring the Protections of <i>Chuanxiong Rhizoma</i> in Alzheimer's Disease.,"Zeng P, Su HF, Ye CY, Qiu SW, Shi A, Wang JZ, Zhou XW, Tian Q.",Front Pharmacol,13,2022,1663-9812,877806,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-05-10,2022-04-21,NA,NA
ns_id,36225644,MED,36225644,PMC9548019,NA,CircMYH9 increases KPNA2 mRNA stability to promote hepatocellular carcinoma progression in an EIF4A3-dependent manner.,"Xia J, Wu C, Tang Y, Tang J, Zhu D, Zhang F, Xu Z, Sun D, Tan Z, Zhuo H.",Am J Cancer Res,12,2022,2156-6976,4361-4372,research-article; journal article,N,Y,N,Y,N,N,0,Y,Y,N,N,Y,2022-10-13,2022-09-15,9,NA
ns_id,33613767,MED,33613767,PMC7890315,10.7150/jca.51551,Identification of Potential BRAF Inhibitor Joint Therapy Targets in PTC based on WGCAN and DCGA.,"Han Y, Yu X, Yin Y, Lv Z, Jia C, Liao Y, Sun H, Liu T, Cong L, Fei Z, Fu D, Cong X, Qu S.",J Cancer,12,2021,1837-9664,1779-1791,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,Y,2021-02-23,2021-01-21,6,NA
ns_id,34026820,MED,34026820,PMC8138129,10.3389/fmolb.2021.617016,"Mapping OMIM Disease-Related Variations on Protein Domains Reveals an Association Among Variation Type, Pfam Models, and Disease Classes.","Savojardo C, Babbi G, Martelli PL, Casadio R.",Front Mol Biosci,8,2021,2296-889x,617016,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2021-05-25,2021-05-07,NA,NA
ns_id,36035123,MED,36035123,PMC9403316,10.3389/fgene.2022.956781,CCAS: One-stop and comprehensive annotation system for individual cancer genome at multi-omics level.,"Zheng X, Zong W, Li Z, Ma Y, Sun Y, Xiong Z, Wu S, Yang F, Zhao W, Bu C, Du Z, Xiao J, Bao Y.",Front Genet,13,2022,1664-8021,956781,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2022-08-30,2022-08-11,NA,NA
ns_id,PPR394222,PPR,NA,NA,10.20944/preprints202109.0201.v1,"Aberrations in the Cross-Talks Among Redox, Nuclear Factor-κB and Wnt/Catenin Pathway Signaling Underpin Myalgic Encephalomyelitis andChronic Fatigue Syndrome: A Review and New Hypothesis Based on Results of Network, Enrichment and Annotation Analyses","Maes M, Kubera M, Kotańska M.",NA,NA,2021,NA,NA,preprint,N,N,N,N,N,N,0,N,Y,N,Y,N,2021-09-14,2021-09-13,NA,NA
ns_id,32973862,MED,32973862,PMC7469919,10.3389/fgene.2020.00695,Universal Nature of Drug Treatment Responses in Drug-Tissue-Wide Model-Animal Experiments Using Tensor Decomposition-Based Unsupervised Feature Extraction.,"Taguchi Y, Turki T.",Front Genet,11,2020,1664-8021,695,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2020-09-26,2020-08-20,NA,NA
ns_id,34373890,MED,34373890,PMC8574978,10.1093/bib/bbab270,Elucidation of dynamic microRNA regulations in cancer progression using integrative machine learning.,"Dogan H, Hakguder Z, Madadjim R, Scott S, Pierobon M, Cui J.",Brief Bioinform,22,2021,1467-5463; 1477-4054; ,bbab270,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-08-11,2021-11-01,6,NA
ns_id,34197603,MED,34197603,PMC8373148,10.1093/nar/gkab556,Towards a global investigation of transcriptomic signatures through co-expression networks and pathway knowledge for the identification of disease mechanisms.,"Figueiredo RQ, Raschka T, Kodamullil AT, Hofmann-Apitius M, Mubeen S, Domingo-Fernández D.",Nucleic Acids Res,49,2021,0305-1048; 1362-4962; ,7939-7953,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-07-02,2021-08-01,14,NA
ns_id,33956862,MED,33956862,PMC8101720,10.1371/journal.pone.0250660,System biology and bioinformatics pipeline to identify comorbidities risk association: Neurodegenerative disorder case study.,"Chowdhury UN, Ahmad S, Islam MB, Alyami SA, Quinn JMW, Eapen V, Moni MA.",PLoS One,16,2021,1932-6203,e0250660,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,Y,2021-05-07,2021-05-06,5,NA
ns_id,34663204,MED,34663204,PMC8522253,10.1186/s12859-021-04402-2,Development of the International Classification of Diseases Ontology (ICDO) and its application for COVID-19 diagnostic data analysis.,"Wan L, Song J, He V, Roman J, Whah G, Peng S, Zhang L, He Y.",BMC Bioinformatics,22,2021,1471-2105,508,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-10-22,2021-10-18,suppl 6,NA
ns_id,35924984,MED,35924984,PMC9477531,10.1093/bioinformatics/btac541,ASURAT: Functional annotation-driven unsupervised clustering of single-cell transcriptomes.,"Iida K, Kondo J, Wibisana JN, Inoue M, Okada M.",Bioinformatics,NA,2022,1367-4803; 1367-4811; ,btac541,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2022-08-05,2022-08-04,NA,NA
ns_id,35976660,MED,35976660,PMC9538419,10.1002/eji.202249804,Humanized mice for investigating SARS-CoV-2 lung infection and associated human immune responses.,"Sun R, Zhao Z, Fu C, Wang Y, Guo Z, Zhang C, Liu L, Zhang C, Shu C, He J, Yang YG, Hua S, Gao Y, Hu Z.",Eur J Immunol,52,2022,0014-2980; 1521-4141; ,1640-1647,brief-report; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-08-18,2022-09-01,10,NA
ns_id,35675043,MED,35675043,PMC9217709,10.18632/aging.204112,Identification of prognostic candidate signatures by systematically revealing transcriptome characteristics in lung adenocarcinoma with differing tumor microenvironment immune phenotypes.,"Chen Q, Ma J, Wang X, Zhu X.",Aging (Albany NY),14,2022,1945-4589,4786-4818,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2022-06-08,2022-06-07,11,NA
ns_id,35454109,MED,35454109,PMC9028073,10.3390/biom12040520,Darling: A Web Application for Detecting Disease-Related Biomedical Entity Associations with Literature Mining.,"Karatzas E, Baltoumas FA, Kasionis I, Sanoudou D, Eliopoulos AG, Theodosiou T, Iliopoulos I, Pavlopoulos GA.",Biomolecules,12,2022,2218-273x,520,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2022-04-24,2022-03-30,4,NA
ns_id,34394377,MED,34394377,PMC8360715,10.1155/2021/1353674,"Data Mining, Network Pharmacology, and Molecular Docking Explore the Effects of Core Traditional Chinese Medicine Prescriptions in Patients with Rectal Cancer and Qi and Blood Deficiency Syndrome.","Ma S, Zheng L, Zheng L, Bian X.",Evid Based Complement Alternat Med,2021,2021,1741-427x; 1741-4288; ,1353674,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-08-18,2021-08-02,NA,NA
ns_id,35013714,MED,35013714,PMC8733431,10.1007/s41109-021-00435-x,NETME: on-the-fly knowledge network construction from biomedical literature.,"Muscolino A, Di Maria A, Rapicavoli RV, Alaimo S, Bellomo L, Billeci F, Borzì S, Ferragina P, Ferro A, Pulvirenti A.",Appl Netw Sci,7,2022,2364-8228,1,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2022-01-12,2022-01-06,1,NA
ns_id,34724143,MED,34724143,PMC8669056,10.1007/s10278-021-00527-1,Biomedical Ontologies to Guide AI Development in Radiology.,"Filice RW, Kahn CE.",J Digit Imaging,34,2021,0897-1889; 1618-727x; ,1331-1341,review-article; review; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-11-26,2021-11-01,6,NA
ns_id,34237135,MED,34237135,PMC8574625,10.1093/bib/bbab141,Identification of viral-mediated pathogenic mechanisms in neurodegenerative diseases using network-based approaches. ,"Onisiforou A, Spyrou GM.",Brief Bioinform,22,2021,1467-5463; 1477-4054; ,bbab141,"im; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2021-07-09,2021-11-01,6,NA
ns_id,33371142,MED,33371142,PMC7748316,10.1097/md.0000000000023768,Novel therapeutic compounds for prostate adenocarcinoma treatment: An analysis using bioinformatic approaches and the CMap database.,"Li K, Fan J, Qin X, Wei Q.",Medicine (Baltimore),99,2020,0304-5412; 1536-5964; 0025-7974; ,e23768,review-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,Y,2020-12-29,2020-12-01,51,NA
ns_id,34103016,MED,34103016,PMC8185931,10.1186/s12859-021-04231-3,Double matrix completion for circRNA-disease association prediction.,"Zuo ZL, Cao RF, Wei PJ, Xia JF, Zheng CH.",BMC Bioinformatics,22,2021,1471-2105,307,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-06-10,2021-06-08,1,NA
ns_id,34988225,MED,34988225,PMC8720586,10.1155/2021/3654660,Target Deconvolution of Fenofibrate in Nonalcoholic Fatty Liver Disease Using Bioinformatics Analysis.,"Mahmoudi A, Butler AE, Jamialahmadi T, Sahebkar A.",Biomed Res Int,2021,2021,2314-6133; 2314-6141; ,3654660,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,Y,2022-01-07,2021-12-26,NA,NA
ns_id,34998242,MED,34998242,PMC8733122,10.1016/j.ebiom.2021.103807,Lack of evidence of significant homology of SARS-CoV-2 spike sequences to myocarditis-associated antigens.,"Marrama D, Mahita J, Sette A, Peters B.",EBioMedicine,75,2022,2352-3964,103807,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2022-01-09,2022-01-06,NA,NA
ns_id,32579259,MED,32579259,PMC7765463,10.1002/em.22396,Subacute cannabidiol alters genome-wide DNA methylation in adult mouse hippocampus.,"Wanner NM, Colwell M, Drown C, Faulk C.",Environ Mol Mutagen,61,2020,0893-6692; 1098-2280; ,890-900,"research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,3,Y,Y,N,Y,Y,2020-06-25,2020-08-10,9,NA
ns_id,32614449,MED,32614449,PMC7364483,10.1042/bsr20194041,RNA-sequencing and bioinformatics analysis of long noncoding RNAs and mRNAs in the asthenozoospermia. ,"Lu H, Xu D, Wang P, Sun W, Xue X, Hu Y, Xie C, Ma Y.",Biosci Rep,40,2020,0144-8463; 1573-4935; ,BSR20194041,"im; research support, non-u.s. gov't; research-article; journal article; observational study",Y,Y,N,Y,N,Y,3,Y,Y,N,Y,Y,2020-07-03,2020-07-01,7,NA
ns_id,33845909,MED,33845909,PMC8042947,10.1186/s13326-021-00241-5,Improved characterisation of clinical text through ontology-based vocabulary expansion.,"Slater LT, Bradlow W, Ball S, Hoehndorf R, Gkoutos GV.",J Biomed Semantics,12,2021,2041-1480,7,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2021-04-14,2021-04-12,1,NA
ns_id,31931870,MED,31931870,PMC6958746,10.1186/s13326-019-0218-0,Combining lexical and context features for automatic ontology extension.,"Althubaiti S, Kafkas Ş, Abdelhakim M, Hoehndorf R.",J Biomed Semantics,11,2020,2041-1480,1,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2020-01-17,2020-01-13,1,NA
ns_id,33407110,MED,33407110,PMC7785925,10.1186/s12864-020-07300-8,Rapid single cell evaluation of human disease and disorder targets using REVEAL: SingleCell™.,"Kumar N, Golhar R, Sharma KS, Holloway JL, Sarangi S, Neuhaus I, Walsh AM, Pitluk ZW.",BMC Genomics,22,2021,1471-2164,5,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,Y,Y,N,2021-01-08,2021-01-06,1,NA
ns_id,34015823,MED,34015823,PMC8195003,10.1093/bib/bbab191,COVID-19 biomarkers and their overlap with comorbidities in a disease biomarker data model. ,"Gogate N, Lyman D, Bell A, Cauley E, Crandall KA, Joseph A, Kahsay R, Natale DA, Schriml LM, Sen S, Mazumder R.",Brief Bioinform,22,2021,1467-5463; 1477-4054; ,bbab191,im; research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-05-21,2021-11-01,6,NA
ns_id,33623880,MED,33623880,PMC7881431,10.14744/nci.2020.12129,Mycosis fungoides of the vulva.,"Tjalma WAA, Janssens M, Dam K, Najim O, de Velde AV, Huizing M, Berneman Z, Schroyens W.",North Clin Istanb,8,2021,2148-4902; 2536-4553; ,101-105,case reports; case-report,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-02-25,2020-11-23,1,NA
ns_id,34986596,MED,34986596,PMC8728143,10.1093/nar/gkab1086,The Human Proteoform Atlas: a FAIR community resource for experimentally derived proteoforms.,"Hollas MAR, Robey MT, Fellers RT, LeDuc RD, Thomas PM, Kelleher NL.",Nucleic Acids Res,50,2022,0305-1048; 1362-4962; ,D526-D533,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2022-01-06,2022-01-01,d1,NA
ns_id,34253812,MED,34253812,PMC8275784,10.1038/s41598-021-93809-1,DES-Tcell is a knowledgebase for exploring immunology-related literature.,"AlSaieedi A, Salhi A, Tifratene F, Raies AB, Hungler A, Uludag M, Van Neste C, Bajic VB, Gojobori T, Essack M.",Sci Rep,11,2021,2045-2322,14344,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-07-14,2021-07-12,1,NA
ns_id,31760947,MED,31760947,PMC6876110,10.1186/s12859-019-3127-4,Prioritizing candidate diseases-related metabolites based on literature and functional similarity.,"Wang Y, Juan L, Peng J, Zang T, Wang Y.",BMC Bioinformatics,20,2019,1471-2105,574,research-article; evaluation study; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2019-11-26,2019-11-25,suppl 18,NA
ns_id,32246132,MED,32246132,PMC7127986,10.1038/s41588-020-0603-8,A harmonized meta-knowledgebase of clinical interpretations of somatic genomic variants in cancer.,"Wagner AH, Walsh B, Mayfield G, Tamborero D, Sonkin D, Krysiak K, Deu-Pons J, Duren RP, Gao J, McMurry J, Patterson S, Del Vecchio Fitz C, Pitel BA, Sezerman OU, Ellrott K, Warner JL, Rieke DT, Aittokallio T, Cerami E, Ritter DI, Schriml LM, Freimuth RR, Haendel M, Raca G, Madhavan S, Baudis M, Beckmann JS, Dienstmann R, Chakravarty D, Li XS, Mockus S, Elemento O, Schultz N, Lopez-Bigas N, Lawler M, Goecks J, Griffith M, Griffith OL, Margolin AA, Variant Interpretation for Cancer Consortium.",Nat Genet,52,2020,1061-4036; 1546-1718; ,448-457,"meta-analysis; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,36,Y,Y,N,Y,N,2020-04-05,2020-04-03,4,NA
ns_id,33209251,MED,33209251,PMC7643205,10.1039/c9sc03414e,DEEPScreen: high performance drug-target interaction prediction with convolutional neural networks using 2-D structural compound representations.,"Rifaioglu AS, Nalbat E, Atalay V, Martin MJ, Cetin-Atalay R, Doğan T.",Chem Sci,11,2020,2041-6520; 2041-6539; ,2531-2557,research-article; journal article,Y,Y,N,Y,N,Y,27,N,Y,Y,Y,Y,2020-11-20,2020-01-08,9,NA
ns_id,34055926,MED,34055926,PMC8163519,10.3389/fcvm.2021.631650,Integrated DNA Methylation and Gene Expression Analysis Identified S100A8 and S100A9 in the Pathogenesis of Obesity.,"Chen N, Miao L, Lin W, Zou D, Huang L, Huang J, Shi W, Li L, Luo Y, Liang H, Pan S, Peng J.",Front Cardiovasc Med,8,2021,2297-055x,631650,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2021-06-01,2021-05-13,NA,NA
